Date,DeptID,ProductionCost,Revenue
2024-09-04,2,132633.68,171692.56
2024-09-04,3,114857.5,153480.69
2024-09-04,4,101954.64,136907.7
2024-09-04,5,92416.03,120710.51
2024-09-04,6,67227.73,0.0
2024-09-05,1,130445.07,183915.04
2024-09-05,2,130902.79,166601.19
2024-09-05,3,97690.11,119558.85
2024-09-05,4,93919.28,130643.32
2024-09-05,5,86079.49,119728.04
2024-09-05,6,62348.92,0.0
2024-09-06,1,90640.84,120402.53
2024-09-06,2,116876.0,165690.27
2024-09-06,3,100856.64,118927.48
2024-09-06,4,80879.6,114176.18
2024-09-06,5,98031.7,124944.64
2024-09-06,6,60788.19,0.0
2024-09-07,1,140932.58,190758.49
2024-09-07,2,114517.33,166206.07
2024-09-07,3,102402.13,154500.2
2024-09-07,4,91665.35,129284.84
2024-09-07,5,80945.47,125495.79
2024-09-07,6,59171.91,0.0
2024-09-08,1,47797.29,61891.29
2024-09-08,2,42294.71,57741.02
2024-09-08,3,42397.33,50081.33
2024-09-08,4,26512.98,37599.2
2024-09-08,5,38841.85,55241.5
2024-09-08,6,22915.42,0.0
2024-09-09,1,116581.94,177478.74
2024-09-09,2,98100.44,140869.29
2024-09-09,3,117661.33,144777.68
2024-09-09,4,65320.89,97818.16
2024-09-09,5,101539.29,140417.98
2024-09-09,6,62993.1,0.0
2024-09-10,1,121192.63,167007.48
2024-09-10,2,92820.25,136311.59
2024-09-10,3,113731.79,150474.05
2024-09-10,4,88187.91,135597.03
2024-09-10,5,104639.45,164107.18
2024-09-10,6,60172.25,0.0
2024-09-11,1,122354.53,160036.68
2024-09-11,2,132540.48,189367.32
2024-09-11,3,112710.44,143484.44
2024-09-11,4,92620.11,148871.09
2024-09-11,5,90199.94,122666.23
2024-09-11,6,67404.57,0.0
2024-09-12,1,127035.52,170044.46
2024-09-12,2,113683.71,163347.69
2024-09-12,3,107834.89,133885.44
2024-09-12,4,71405.42,106183.46
2024-09-12,5,91351.15,117547.05
2024-09-12,6,73713.4,0.0
2024-09-13,1,95758.53,139807.63
2024-09-13,2,99073.18,137357.82
2024-09-13,3,85761.72,107380.96
2024-09-13,4,92290.11,115983.74
2024-09-13,5,90486.74,126036.12
2024-09-13,6,62649.1,0.0
2024-09-14,1,114758.48,152029.01
2024-09-14,2,134989.53,177984.69
2024-09-14,3,84464.54,118086.07
2024-09-14,4,85091.66,138144.38
2024-09-14,5,112871.24,148126.54
2024-09-14,6,62195.4,0.0
2024-09-15,1,42156.16,51120.72
2024-09-15,2,48742.92,67908.54
2024-09-15,3,31625.2,42297.84
2024-09-15,4,36005.29,49554.78
2024-09-15,5,37174.04,55359.18
2024-09-15,6,22829.04,0.0
2024-09-16,1,134202.78,188648.32
2024-09-16,2,136869.43,182613.38
2024-09-16,3,99506.16,118410.97
2024-09-16,4,91541.65,138111.77
2024-09-16,5,99798.15,145902.11
2024-09-16,6,67623.78,0.0
2024-09-17,1,137445.05,187981.63
2024-09-17,2,123207.32,166477.18
2024-09-17,3,91945.34,129657.59
2024-09-17,4,105174.69,133390.58
2024-09-17,5,84180.23,127117.21
2024-09-17,6,64059.54,0.0
2024-09-18,1,117682.8,149131.9
2024-09-18,2,119506.54,174402.35
2024-09-18,3,106591.99,154740.83
2024-09-18,4,102399.86,131774.17
2024-09-18,5,109479.64,151830.9
2024-09-18,6,62379.82,0.0
2024-09-19,1,146366.75,209034.63
2024-09-19,2,129557.24,180090.21
2024-09-19,3,108026.65,151467.23
2024-09-19,4,88390.8,125477.16
2024-09-19,5,103482.77,164428.81
2024-09-19,6,64120.8,0.0
2024-09-20,1,101746.7,138758.98
2024-09-20,2,122879.19,153588.17
2024-09-20,3,94044.88,120724.53
2024-09-20,4,85917.65,119260.58
2024-09-20,5,69258.32,98280.81
2024-09-20,6,55829.47,0.0
2024-09-21,1,133880.62,208336.57
2024-09-21,2,130150.41,187076.72
2024-09-21,3,84408.5,115262.39
2024-09-21,4,95881.62,130258.93
2024-09-21,5,111655.26,152256.7
2024-09-21,6,70026.91,0.0
2024-09-22,1,42079.9,54019.22
2024-09-22,2,37299.05,44683.52
2024-09-22,3,35766.47,48735.3
2024-09-22,4,32410.64,48272.49
2024-09-22,5,28240.76,40055.32
2024-09-22,6,19787.37,0.0
2024-09-23,1,141230.47,182320.56
2024-09-23,2,124006.62,140375.19
2024-09-23,3,92282.87,126305.22
2024-09-23,4,92874.7,137922.48
2024-09-23,5,96704.06,119949.64
2024-09-23,6,73958.56,0.0
2024-09-24,1,146990.72,180284.72
2024-09-24,2,106258.42,163882.58
2024-09-24,3,119176.07,157064.3
2024-09-24,4,102324.33,137979.68
2024-09-24,5,108580.25,152576.43
2024-09-24,6,70185.25,0.0
2024-09-25,1,138410.47,186142.73
2024-09-25,2,102782.62,140188.93
2024-09-25,3,99980.11,132151.44
2024-09-25,4,91342.18,135146.01
2024-09-25,5,88532.82,114450.23
2024-09-25,6,71223.48,0.0
2024-09-26,1,111542.83,153778.25
2024-09-26,2,106077.39,143401.29
2024-09-26,3,98013.02,128526.93
2024-09-26,4,94539.43,128334.46
2024-09-26,5,88546.97,115828.36
2024-09-26,6,70216.73,0.0
2024-09-27,1,97821.62,132083.91
2024-09-27,2,106495.34,129605.48
2024-09-27,3,74887.55,113668.83
2024-09-27,4,62473.57,88028.26
2024-09-27,5,69446.68,97743.12
2024-09-27,6,58811.22,0.0
2024-09-28,1,126500.91,162698.62
2024-09-28,2,120084.86,145699.87
2024-09-28,3,123321.17,155182.48
2024-09-28,4,105786.98,127372.56
2024-09-28,5,81104.91,113842.99
2024-09-28,6,72680.54,0.0
2024-09-29,1,43016.5,59916.25
2024-09-29,2,48425.21,67819.56
2024-09-29,3,40393.94,55640.06
2024-09-29,4,35772.66,45195.63
2024-09-29,5,30950.0,41935.06
2024-09-29,6,22551.94,0.0
2024-09-30,1,101181.92,151158.63
2024-09-30,2,132674.46,176451.12
2024-09-30,3,122139.76,153084.6
2024-09-30,4,70509.71,99986.59
2024-09-30,5,105342.3,144680.45
2024-09-30,6,60291.19,0.0
2024-10-01,1,107751.54,148685.59
2024-10-01,2,92499.52,134850.21
2024-10-01,3,83084.86,104795.55
2024-10-01,4,104296.38,148746.3
2024-10-01,5,81838.03,105355.32
2024-10-01,6,58682.54,0.0
2024-10-02,1,107260.07,152348.5
2024-10-02,2,119105.73,169478.12
2024-10-02,3,116070.89,137083.53
2024-10-02,4,94244.43,123776.76
2024-10-02,5,113770.93,147137.48
2024-10-02,6,58452.45,0.0
2024-10-03,1,114522.32,140678.55
2024-10-03,2,103410.56,145842.54
2024-10-03,3,90611.65,128622.91
2024-10-03,4,99656.99,134015.38
2024-10-03,5,84162.58,109938.11
2024-10-03,6,69918.31,0.0
2024-10-04,1,107125.71,129303.15
2024-10-04,2,102481.51,139974.73
2024-10-04,3,95086.02,127772.88
2024-10-04,4,56415.01,79618.2
2024-10-04,5,89053.14,118373.79
2024-10-04,6,58519.19,0.0
2024-10-05,1,116793.65,156591.45
2024-10-05,2,127589.37,184317.91
2024-10-05,3,123592.09,161877.32
2024-10-05,4,90783.98,141872.0
2024-10-05,5,86530.66,128184.56
2024-10-05,6,63026.16,0.0
2024-10-06,1,39440.28,52819.84
2024-10-06,2,43496.66,56653.38
2024-10-06,3,41647.21,52743.78
2024-10-06,4,34511.44,51356.46
2024-10-06,5,30750.21,39554.9
2024-10-06,6,23403.94,0.0
2024-10-07,1,133975.36,178319.46
2024-10-07,2,141162.56,188235.58
2024-10-07,3,103602.79,166274.02
2024-10-07,4,95574.86,139560.35
2024-10-07,5,113526.02,160029.08
2024-10-07,6,72778.17,0.0
2024-10-08,1,107705.6,158046.22
2024-10-08,2,134896.52,171097.45
2024-10-08,3,92370.84,122910.25
2024-10-08,4,100778.85,140682.52
2024-10-08,5,103957.35,135376.75
2024-10-08,6,65400.57,0.0
2024-10-09,1,114978.46,143724.92
2024-10-09,2,102303.51,135055.85
2024-10-09,3,90803.66,107254.06
2024-10-09,4,102887.03,140396.38
2024-10-09,5,95230.25,143622.79
2024-10-09,6,66952.77,0.0
2024-10-10,1,146394.72,180485.24
2024-10-10,2,135348.18,183861.04
2024-10-10,3,87251.25,107636.3
2024-10-10,4,85269.96,131272.6
2024-10-10,5,112486.7,147698.2
2024-10-10,6,61447.35,0.0
2024-10-11,1,114650.66,156650.43
2024-10-11,2,128096.62,153725.62
2024-10-11,3,81356.47,105322.4
2024-10-11,4,73013.48,108745.18
2024-10-11,5,89901.9,122820.65
2024-10-11,6,54087.61,0.0
2024-10-12,1,111801.86,153670.42
2024-10-12,2,123238.45,156324.74
2024-10-12,3,89203.97,118659.59
2024-10-12,4,105015.63,155696.75
2024-10-12,5,100635.77,155947.91
2024-10-12,6,76227.11,0.0
2024-10-13,1,42051.03,59028.78
2024-10-13,2,40746.87,52131.69
2024-10-13,3,35522.63,49298.6
2024-10-13,4,31039.25,46404.59
2024-10-13,5,38946.94,49564.76
2024-10-13,6,21441.13,0.0
2024-10-14,1,120433.1,184714.64
2024-10-14,2,105710.78,156657.49
2024-10-14,3,116829.63,159222.2
2024-10-14,4,69340.24,91501.78
2024-10-14,5,84365.58,110924.43
2024-10-14,6,73348.63,0.0
2024-10-15,1,120471.29,159779.44
2024-10-15,2,117476.61,163507.69
2024-10-15,3,114484.16,174273.52
2024-10-15,4,94489.14,119470.45
2024-10-15,5,93098.59,129643.32
2024-10-15,6,68084.27,0.0
2024-10-16,1,141366.19,185026.99
2024-10-16,2,102058.05,139196.08
2024-10-16,3,110197.56,157267.21
2024-10-16,4,78407.79,114880.34
2024-10-16,5,84872.49,121060.97
2024-10-16,6,65820.94,0.0
2024-10-17,1,136193.21,180311.52
2024-10-17,2,127885.26,183916.9
2024-10-17,3,122897.84,157060.85
2024-10-17,4,95674.61,128483.66
2024-10-17,5,85009.22,120523.92
2024-10-17,6,66941.09,0.0
2024-10-18,1,94811.36,150182.26
2024-10-18,2,113956.94,145040.65
2024-10-18,3,103783.57,133484.46
2024-10-18,4,59157.26,92102.2
2024-10-18,5,90254.14,128002.39
2024-10-18,6,51611.11,0.0
2024-10-19,1,118072.55,150816.58
2024-10-19,2,118264.23,162381.02
2024-10-19,3,129596.94,155864.02
2024-10-19,4,83423.88,142643.24
2024-10-19,5,103298.65,149676.47
2024-10-19,6,64994.17,0.0
2024-10-20,1,35497.45,55906.57
2024-10-20,2,34666.66,51695.03
2024-10-20,3,31480.73,46126.53
2024-10-20,4,31901.62,47172.94
2024-10-20,5,35242.5,48227.67
2024-10-20,6,25457.46,0.0
2024-10-21,1,128359.18,175314.35
2024-10-21,2,113500.31,150615.08
2024-10-21,3,82875.23,109921.29
2024-10-21,4,101282.85,122998.99
2024-10-21,5,108632.38,160139.61
2024-10-21,6,69945.3,0.0
2024-10-22,1,144379.55,197481.05
2024-10-22,2,129135.12,184667.81
2024-10-22,3,109578.39,161487.89
2024-10-22,4,88508.83,119757.85
2024-10-22,5,88218.65,150430.91
2024-10-22,6,61270.37,0.0
2024-10-23,1,142097.36,171045.3
2024-10-23,2,100664.1,151981.16
2024-10-23,3,113800.52,167577.88
2024-10-23,4,100283.15,127813.03
2024-10-23,5,95562.1,129222.76
2024-10-23,6,64330.03,0.0
2024-10-24,1,117390.89,171454.16
2024-10-24,2,110192.43,158060.25
2024-10-24,3,92804.59,117740.21
2024-10-24,4,92792.56,142254.83
2024-10-24,5,108313.39,163350.52
2024-10-24,6,69847.14,0.0
2024-10-25,1,120746.31,179300.87
2024-10-25,2,120457.15,140744.36
2024-10-25,3,85073.93,107128.08
2024-10-25,4,74638.18,107167.25
2024-10-25,5,88147.02,122233.15
2024-10-25,6,49106.12,0.0
2024-10-26,1,106060.58,148216.85
2024-10-26,2,121738.96,172429.89
2024-10-26,3,81656.69,121404.44
2024-10-26,4,114355.59,138812.02
2024-10-26,5,102994.26,151098.05
2024-10-26,6,59878.63,0.0
2024-10-27,1,49486.81,69908.49
2024-10-27,2,47951.3,61923.99
2024-10-27,3,31398.13,40424.89
2024-10-27,4,35841.68,48355.07
2024-10-27,5,40229.91,49879.3
2024-10-27,6,22447.95,0.0
2024-10-28,1,132089.38,194971.81
2024-10-28,2,117852.35,166273.54
2024-10-28,3,113527.8,150878.53
2024-10-28,4,101065.47,123213.06
2024-10-28,5,115863.29,152013.89
2024-10-28,6,66710.57,0.0
2024-10-29,1,118986.47,151111.48
2024-10-29,2,108814.33,158638.04
2024-10-29,3,95276.19,116935.52
2024-10-29,4,83544.84,121756.43
2024-10-29,5,97462.15,144626.34
2024-10-29,6,62584.87,0.0
2024-10-30,1,116296.32,161559.79
2024-10-30,2,102992.39,140838.09
2024-10-30,3,108176.56,156980.58
2024-10-30,4,95468.05,132473.27
2024-10-30,5,110745.26,155184.85
2024-10-30,6,68149.67,0.0
2024-10-31,1,121335.44,159460.7
2024-10-31,2,130697.54,172187.35
2024-10-31,3,100054.89,150910.53
2024-10-31,4,86877.82,104182.42
2024-10-31,5,116840.9,145132.68
2024-10-31,6,63334.01,0.0
2024-11-01,1,99578.35,132532.92
2024-11-01,2,87932.24,121467.09
2024-11-01,3,95876.95,126910.7
2024-11-01,4,85030.58,110225.65
2024-11-01,5,81566.62,135787.4
2024-11-01,6,51777.15,0.0
2024-11-02,1,120537.35,155896.77
2024-11-02,2,128782.22,158199.06
2024-11-02,3,94815.0,112657.04
2024-11-02,4,97359.53,155555.57
2024-11-02,5,116819.07,149181.58
2024-11-02,6,63375.5,0.0
2024-11-03,1,50380.22,68180.55
2024-11-03,2,41229.77,53889.39
2024-11-03,3,36668.89,58567.49
2024-11-03,4,24875.64,35240.91
2024-11-03,5,28296.03,40770.92
2024-11-03,6,22514.42,0.0
2024-11-04,1,139533.34,200486.87
2024-11-04,2,132642.99,157817.94
2024-11-04,3,129108.32,148397.88
2024-11-04,4,101546.63,142003.56
2024-11-04,5,81033.0,106828.21
2024-11-04,6,61081.14,0.0
2024-11-05,1,111079.43,160047.11
2024-11-05,2,113345.92,150644.71
2024-11-05,3,86846.96,136447.83
2024-11-05,4,68227.99,92969.85
2024-11-05,5,98441.3,147123.63
2024-11-05,6,60086.74,0.0
2024-11-06,1,108295.44,152054.46
2024-11-06,2,133408.32,180510.94
2024-11-06,3,124847.9,167422.18
2024-11-06,4,98179.21,124870.51
2024-11-06,5,103619.28,155885.23
2024-11-06,6,66779.11,0.0
2024-11-07,1,115430.34,150693.2
2024-11-07,2,120602.86,164043.48
2024-11-07,3,121574.04,162771.87
2024-11-07,4,108114.15,141280.81
2024-11-07,5,110145.34,154454.67
2024-11-07,6,65105.22,0.0
2024-11-08,1,129847.06,169799.05
2024-11-08,2,101420.84,128749.13
2024-11-08,3,78512.17,93514.57
2024-11-08,4,89238.27,117421.47
2024-11-08,5,64669.93,104053.99
2024-11-08,6,52480.67,0.0
2024-11-09,1,138508.42,192435.4
2024-11-09,2,140038.87,177560.86
2024-11-09,3,92032.13,119558.21
2024-11-09,4,101960.28,123352.2
2024-11-09,5,108407.78,148888.79
2024-11-09,6,68181.24,0.0
2024-11-10,1,44894.72,61384.24
2024-11-10,2,40594.15,56823.48
2024-11-10,3,41280.7,55561.86
2024-11-10,4,28498.26,38913.24
2024-11-10,5,29549.37,36860.05
2024-11-10,6,23036.95,0.0
2024-11-11,1,126097.23,163167.32
2024-11-11,2,126805.01,165987.1
2024-11-11,3,107406.99,164522.61
2024-11-11,4,90544.31,128358.71
2024-11-11,5,86085.84,124177.64
2024-11-11,6,68974.65,0.0
2024-11-12,1,115553.52,147483.15
2024-11-12,2,143001.16,178337.29
2024-11-12,3,110057.71,144860.35
2024-11-12,4,90903.54,149628.7
2024-11-12,5,100552.15,161310.72
2024-11-12,6,70303.89,0.0
2024-11-13,1,129758.24,145988.18
2024-11-13,2,122044.56,169864.43
2024-11-13,3,119972.58,152320.02
2024-11-13,4,90286.68,119759.14
2024-11-13,5,99983.36,142718.86
2024-11-13,6,70718.3,0.0
2024-11-14,1,120817.52,196616.68
2024-11-14,2,132531.88,172460.58
2024-11-14,3,91727.18,113391.01
2024-11-14,4,73966.32,108457.56
2024-11-14,5,111224.65,137655.49
2024-11-14,6,68285.68,0.0
2024-11-15,1,108374.73,154728.76
2024-11-15,2,97765.45,122433.65
2024-11-15,3,72660.93,93999.25
2024-11-15,4,78596.17,116307.34
2024-11-15,5,67936.09,103127.43
2024-11-15,6,53017.63,0.0
2024-11-16,1,120021.94,158921.2
2024-11-16,2,105413.96,152056.38
2024-11-16,3,108205.83,147314.57
2024-11-16,4,92456.62,129900.27
2024-11-16,5,104571.11,147682.97
2024-11-16,6,66122.83,0.0
2024-11-17,1,46206.49,65704.69
2024-11-17,2,48283.67,63303.66
2024-11-17,3,35386.16,50010.53
2024-11-17,4,24817.98,33736.99
2024-11-17,5,27324.21,39711.25
2024-11-17,6,22703.83,0.0
2024-11-18,1,144548.15,200254.06
2024-11-18,2,106126.05,150933.07
2024-11-18,3,118632.43,160321.65
2024-11-18,4,103079.58,132179.64
2024-11-18,5,115321.99,151085.15
2024-11-18,6,70338.37,0.0
2024-11-19,1,112100.63,158209.93
2024-11-19,2,118245.67,164657.93
2024-11-19,3,102569.33,139165.28
2024-11-19,4,86506.26,131266.93
2024-11-19,5,100160.17,151549.62
2024-11-19,6,61511.42,0.0
2024-11-20,1,135403.83,192322.14
2024-11-20,2,133340.15,176816.31
2024-11-20,3,87996.09,111087.97
2024-11-20,4,69668.17,104406.34
2024-11-20,5,86410.39,114626.24
2024-11-20,6,67279.64,0.0
2024-11-21,1,123737.82,157478.19
2024-11-21,2,105136.63,175353.55
2024-11-21,3,83183.72,118057.08
2024-11-21,4,91827.41,133797.1
2024-11-21,5,89099.48,105646.65
2024-11-21,6,55627.18,0.0
2024-11-22,1,101393.13,132211.63
2024-11-22,2,122067.69,155609.97
2024-11-22,3,103672.16,133262.88
2024-11-22,4,77181.33,111426.53
2024-11-22,5,67211.03,93577.03
2024-11-22,6,59504.08,0.0
2024-11-23,1,119429.51,169713.7
2024-11-23,2,107026.19,154817.83
2024-11-23,3,100844.21,138702.43
2024-11-23,4,94594.53,142849.06
2024-11-23,5,95616.18,168303.71
2024-11-23,6,67716.88,0.0
2024-11-24,1,46227.25,60100.76
2024-11-24,2,47115.18,60841.51
2024-11-24,3,43226.06,52907.09
2024-11-24,4,36576.54,50415.71
2024-11-24,5,36837.36,51895.79
2024-11-24,6,22689.96,0.0
2024-11-25,1,123980.66,160388.3
2024-11-25,2,123554.36,169898.77
2024-11-25,3,105729.57,147099.33
2024-11-25,4,76961.47,101479.81
2024-11-25,5,103092.86,155972.21
2024-11-25,6,64350.35,0.0
2024-11-26,1,109925.85,165278.19
2024-11-26,2,121910.31,176372.39
2024-11-26,3,111752.78,155195.08
2024-11-26,4,93334.4,149099.83
2024-11-26,5,85677.48,136404.73
2024-11-26,6,64494.77,0.0
2024-11-27,1,117740.05,166093.86
2024-11-27,2,128717.64,182246.8
2024-11-27,3,116151.56,159227.47
2024-11-27,4,93268.69,121567.05
2024-11-27,5,86681.36,133835.52
2024-11-27,6,65323.14,0.0
2024-11-28,1,144505.85,170135.99
2024-11-28,2,122843.84,164622.4
2024-11-28,3,84420.43,130118.79
2024-11-28,4,88090.23,117935.12
2024-11-28,5,106434.72,129710.9
2024-11-28,6,68967.14,0.0
2024-11-29,1,110206.02,146555.61
2024-11-29,2,95469.17,134503.84
2024-11-29,3,93439.95,123796.99
2024-11-29,4,81776.43,118021.51
2024-11-29,5,95509.82,124565.02
2024-11-29,6,59423.23,0.0
2024-11-30,1,126297.5,171915.65
2024-11-30,2,124833.51,154739.37
2024-11-30,3,102840.59,156182.31
2024-11-30,4,106014.69,135035.23
2024-11-30,5,86182.46,109438.85
2024-11-30,6,77080.72,0.0
2024-12-01,1,44235.15,61237.7
2024-12-01,2,31518.45,42406.81
2024-12-01,3,29974.51,34280.85
2024-12-01,4,18761.53,23933.69
2024-12-01,5,36443.17,46792.75
2024-12-01,6,21602.02,0.0
2024-12-02,1,116707.45,162002.08
2024-12-02,2,119274.03,158439.05
2024-12-02,3,96440.95,116915.64
2024-12-02,4,79967.08,126761.01
2024-12-02,5,72727.88,99711.64
2024-12-02,6,57050.25,0.0
2024-12-03,1,94222.51,131036.93
2024-12-03,2,123786.55,155082.98
2024-12-03,3,86533.11,129569.47
2024-12-03,4,77970.03,124002.15
2024-12-03,5,82742.0,105127.37
2024-12-03,6,59170.78,0.0
2024-12-04,1,121205.09,158359.4
2024-12-04,2,107429.74,157455.55
2024-12-04,3,73506.54,100884.56
2024-12-04,4,74669.26,117086.35
2024-12-04,5,92030.58,135873.57
2024-12-04,6,58211.4,0.0
2024-12-05,1,89806.38,130204.33
2024-12-05,2,102645.84,144698.01
2024-12-05,3,103508.35,129333.58
2024-12-05,4,85509.98,113074.96
2024-12-05,5,92522.59,122860.04
2024-12-05,6,64122.55,0.0
2024-12-06,1,100343.01,132220.57
2024-12-06,2,72836.87,90747.78
2024-12-06,3,83176.53,102670.8
2024-12-06,4,82972.14,103319.83
2024-12-06,5,64411.82,94568.83
2024-12-06,6,46696.82,0.0
2024-12-07,1,108746.29,146715.46
2024-12-07,2,111456.09,140193.29
2024-12-07,3,88083.51,124552.58
2024-12-07,4,79289.94,116428.33
2024-12-07,5,73741.06,103392.41
2024-12-07,6,58732.47,0.0
2024-12-08,1,33530.96,52053.83
2024-12-08,2,40885.52,55409.06
2024-12-08,3,26341.63,36297.0
2024-12-08,4,29062.18,39935.05
2024-12-08,5,31515.3,46129.69
2024-12-08,6,23045.46,0.0
2024-12-09,1,90485.71,123890.79
2024-12-09,2,94353.28,145055.5
2024-12-09,3,95879.26,141410.82
2024-12-09,4,54738.04,79076.65
2024-12-09,5,87920.77,130794.95
2024-12-09,6,55248.67,0.0
2024-12-10,1,111492.02,138552.33
2024-12-10,2,108585.59,143617.47
2024-12-10,3,101184.27,144814.81
2024-12-10,4,59507.74,91250.2
2024-12-10,5,85960.32,129625.25
2024-12-10,6,51194.98,0.0
2024-12-11,1,129883.38,166839.13
2024-12-11,2,119096.79,149305.32
2024-12-11,3,101298.1,113205.75
2024-12-11,4,83523.48,121617.61
2024-12-11,5,86759.6,122308.73
2024-12-11,6,50919.44,0.0
2024-12-12,1,106121.03,144525.41
2024-12-12,2,83364.54,132051.17
2024-12-12,3,88649.67,126397.7
2024-12-12,4,80906.51,111759.38
2024-12-12,5,83498.42,98468.88
2024-12-12,6,64739.46,0.0
2024-12-13,1,97754.54,124739.58
2024-12-13,2,84260.76,108503.11
2024-12-13,3,81151.84,115306.91
2024-12-13,4,74283.27,100508.29
2024-12-13,5,56136.03,86222.99
2024-12-13,6,49552.83,0.0
2024-12-14,1,106285.31,129369.5
2024-12-14,2,124192.86,169684.03
2024-12-14,3,97653.16,131267.45
2024-12-14,4,71502.69,107244.94
2024-12-14,5,97174.43,130140.31
2024-12-14,6,58052.96,0.0
2024-12-15,1,39337.9,54872.83
2024-12-15,2,32148.36,43961.96
2024-12-15,3,33562.35,47667.48
2024-12-15,4,31986.7,42941.4
2024-12-15,5,32215.77,45507.93
2024-12-15,6,20969.21,0.0
2024-12-16,1,111930.44,157122.78
2024-12-16,2,103342.09,135412.94
2024-12-16,3,100025.06,137228.84
2024-12-16,4,85044.65,120495.09
2024-12-16,5,94791.87,123203.0
2024-12-16,6,56792.3,0.0
2024-12-17,1,115285.15,164161.11
2024-12-17,2,89225.63,143194.11
2024-12-17,3,79277.32,108508.03
2024-12-17,4,77464.62,117680.2
2024-12-17,5,74250.91,94877.73
2024-12-17,6,55854.73,0.0
2024-12-18,1,127186.26,159122.74
2024-12-18,2,108120.59,134179.31
2024-12-18,3,112552.14,136821.55
2024-12-18,4,73585.13,104321.82
2024-12-18,5,97526.29,130612.5
2024-12-18,6,60114.01,0.0
2024-12-19,1,114514.64,154464.48
2024-12-19,2,106837.57,149813.21
2024-12-19,3,101543.14,137772.69
2024-12-19,4,60048.48,92233.27
2024-12-19,5,93506.5,137042.91
2024-12-19,6,51160.48,0.0
2024-12-20,1,99646.7,133495.13
2024-12-20,2,82284.41,123784.4
2024-12-20,3,76552.3,108984.24
2024-12-20,4,71715.61,108609.75
2024-12-20,5,66376.87,89664.84
2024-12-20,6,47440.8,0.0
2024-12-21,1,130091.01,154803.85
2024-12-21,2,89485.21,107012.04
2024-12-21,3,92983.11,140723.21
2024-12-21,4,75415.93,117669.87
2024-12-21,5,74177.45,98184.69
2024-12-21,6,63988.67,0.0
2024-12-22,1,41027.08,58533.66
2024-12-22,2,32416.76,46486.99
2024-12-22,3,28946.1,38736.45
2024-12-22,4,31596.32,42240.45
2024-12-22,5,34030.74,54099.38
2024-12-22,6,21823.05,0.0
2024-12-23,1,106564.27,139641.21
2024-12-23,2,108949.65,160274.87
2024-12-23,3,88314.69,123197.95
2024-12-23,4,68455.77,99619.97
2024-12-23,5,85694.06,126813.87
2024-12-23,6,52771.6,0.0
2024-12-24,1,105771.38,162309.44
2024-12-24,2,118379.1,154001.74
2024-12-24,3,91234.34,127515.96
2024-12-24,4,93465.06,137690.07
2024-12-24,5,94553.76,121510.32
2024-12-24,6,60467.05,0.0
2024-12-25,1,123194.72,147241.86
2024-12-25,2,100607.55,138499.67
2024-12-25,3,97006.15,127477.62
2024-12-25,4,84334.34,122832.77
2024-12-25,5,73431.91,102061.73
2024-12-25,6,57961.07,0.0
2024-12-26,1,122922.36,170608.11
2024-12-26,2,91407.04,119827.89
2024-12-26,3,94481.27,114481.05
2024-12-26,4,86395.87,113185.37
2024-12-26,5,96393.64,132495.09
2024-12-26,6,56679.72,0.0
2024-12-27,1,100058.08,126002.56
2024-12-27,2,70136.58,103631.15
2024-12-27,3,57133.51,85779.95
2024-12-27,4,52702.28,74400.99
2024-12-27,5,73757.13,111513.41
2024-12-27,6,52782.68,0.0
2024-12-28,1,94630.29,160918.44
2024-12-28,2,86649.13,106097.88
2024-12-28,3,87362.8,117895.08
2024-12-28,4,81189.98,121746.53
2024-12-28,5,93300.6,120937.82
2024-12-28,6,67440.32,0.0
2024-12-29,1,37278.0,48045.99
2024-12-29,2,41359.39,55162.56
2024-12-29,3,36115.44,46721.67
2024-12-29,4,29654.61,43433.15
2024-12-29,5,30198.81,45766.15
2024-12-29,6,21313.93,0.0
2024-12-30,1,107156.92,142180.18
2024-12-30,2,109508.6,138555.66
2024-12-30,3,105693.31,137928.81
2024-12-30,4,85408.99,108855.94
2024-12-30,5,74567.56,98843.4
2024-12-30,6,61948.06,0.0
2024-12-31,1,121061.24,169953.31
2024-12-31,2,115858.62,139727.28
2024-12-31,3,74786.99,109525.07
2024-12-31,4,77523.4,111695.41
2024-12-31,5,95999.57,132435.11
2024-12-31,6,60482.06,0.0
2025-01-01,1,113038.7,175995.98
2025-01-01,2,104014.3,140103.02
2025-01-01,3,82430.08,104462.9
2025-01-01,4,89439.89,134664.86
2025-01-01,5,102906.53,128530.3
2025-01-01,6,53998.23,0.0
2025-01-02,1,101384.57,136691.57
2025-01-02,2,89864.19,123335.38
2025-01-02,3,103348.49,145409.44
2025-01-02,4,85089.85,117331.5
2025-01-02,5,87994.86,134552.14
2025-01-02,6,60910.97,0.0
2025-01-03,1,77206.01,112193.93
2025-01-03,2,83956.26,128812.6
2025-01-03,3,63044.45,88197.24
2025-01-03,4,58480.12,76537.04
2025-01-03,5,81954.01,121887.98
2025-01-03,6,42545.93,0.0
2025-01-04,1,115348.89,145918.82
2025-01-04,2,112202.25,157183.32
2025-01-04,3,75897.74,109969.29
2025-01-04,4,79897.9,110378.57
2025-01-04,5,74742.33,110002.65
2025-01-04,6,60427.34,0.0
2025-01-05,1,35293.84,47854.48
2025-01-05,2,27249.85,35878.95
2025-01-05,3,33683.46,42134.06
2025-01-05,4,29051.25,39614.62
2025-01-05,5,25004.38,37993.42
