ProdID,Date,DeptID,MachineID,EmployeeID,QuantityProduced,TargetQuantity
PR013679,2025-03-20,2,MC012,EMP0140,104,120
PR013680,2025-03-20,2,MC014,EMP0024,127,120
PR013681,2025-03-20,2,MC011,EMP0076,114,120
PR013682,2025-03-20,3,MC023,EMP0111,152,158
PR013683,2025-03-20,3,MC020,EMP0069,148,158
PR013684,2025-03-20,3,MC022,EMP0033,146,158
PR013685,2025-03-20,3,MC021,EMP0082,145,158
PR013686,2025-03-20,4,MC029,EMP0174,175,200
PR013687,2025-03-20,4,MC025,EMP0014,210,200
PR013688,2025-03-20,4,MC026,EMP0121,208,200
PR013689,2025-03-20,4,MC027,EMP0011,249,200
PR013690,2025-03-20,5,MC034,EMP0096,120,142
PR013691,2025-03-20,5,MC031,EMP0150,132,142
PR013692,2025-03-20,5,MC035,EMP0086,128,142
PR013693,2025-03-20,5,MC030,EMP0060,124,142
PR013694,2025-03-20,5,MC033,EMP0028,131,142
PR013695,2025-03-20,6,MC036,EMP0100,298,325
PR013696,2025-03-20,6,MC037,EMP0046,346,325
PR013697,2025-03-20,6,MC038,EMP0171,325,325
PR013698,2025-03-21,1,MC008,EMP0073,147,181
PR013699,2025-03-21,1,MC006,EMP0166,153,181
PR013700,2025-03-21,1,MC001,EMP0097,189,181
PR013701,2025-03-21,1,MC002,EMP0057,166,181
PR013702,2025-03-21,1,MC007,EMP0161,131,181
PR013703,2025-03-21,1,MC005,EMP0102,147,181
PR013704,2025-03-21,1,MC003,EMP0107,137,181
PR013705,2025-03-21,2,MC009,EMP0040,96,120
PR013706,2025-03-21,2,MC013,EMP0047,97,120
PR013707,2025-03-21,2,MC011,EMP0083,97,120
PR013708,2025-03-21,2,MC012,EMP0041,105,120
PR013709,2025-03-21,2,MC017,EMP0026,106,120
PR013710,2025-03-21,2,MC014,EMP0098,86,120
PR013711,2025-03-21,2,MC016,EMP0103,94,120
PR013712,2025-03-21,2,MC010,EMP0077,99,120
PR013713,2025-03-21,2,MC015,EMP0117,103,120
PR013714,2025-03-21,3,MC022,EMP0172,121,158
PR013715,2025-03-21,3,MC023,EMP0143,134,158
PR013716,2025-03-21,3,MC024,EMP0010,131,158
PR013717,2025-03-21,3,MC020,EMP0134,132,158
PR013718,2025-03-21,3,MC019,EMP0078,134,158
PR013719,2025-03-21,4,MC029,EMP0131,184,200
PR013720,2025-03-21,4,MC028,EMP0131,160,200
PR013721,2025-03-21,4,MC027,EMP0156,166,200
PR013722,2025-03-21,4,MC026,EMP0174,185,200
PR013723,2025-03-21,5,MC030,EMP0028,110,142
PR013724,2025-03-21,5,MC035,EMP0058,99,142
PR013725,2025-03-21,5,MC033,EMP0003,116,142
PR013726,2025-03-21,5,MC034,EMP0056,123,142
PR013727,2025-03-21,5,MC031,EMP0145,111,142
PR013728,2025-03-21,6,MC039,EMP0171,261,325
PR013729,2025-03-21,6,MC038,EMP0142,262,325
PR013730,2025-03-21,6,MC037,EMP0142,274,325
PR013731,2025-03-22,1,MC005,EMP0057,201,181
PR013732,2025-03-22,1,MC008,EMP0112,189,181
PR013733,2025-03-22,1,MC003,EMP0038,172,181
PR013734,2025-03-22,1,MC004,EMP0141,189,181
PR013735,2025-03-22,1,MC006,EMP0097,176,181
PR013736,2025-03-22,1,MC001,EMP0072,160,181
PR013737,2025-03-22,1,MC007,EMP0118,160,181
PR013738,2025-03-22,2,MC015,EMP0103,126,120
PR013739,2025-03-22,2,MC012,EMP0067,117,120
PR013740,2025-03-22,2,MC014,EMP0170,118,120
PR013741,2025-03-22,2,MC011,EMP0098,118,120
PR013742,2025-03-22,2,MC010,EMP0067,120,120
PR013743,2025-03-22,2,MC013,EMP0133,115,120
PR013744,2025-03-22,2,MC009,EMP0138,113,120
PR013745,2025-03-22,2,MC018,EMP0004,130,120
PR013746,2025-03-22,2,MC016,EMP0157,116,120
PR013747,2025-03-22,3,MC021,EMP0122,137,158
PR013748,2025-03-22,3,MC024,EMP0029,143,158
PR013749,2025-03-22,3,MC023,EMP0084,154,158
PR013750,2025-03-22,3,MC020,EMP0082,146,158
PR013751,2025-03-22,4,MC028,EMP0121,205,200
PR013752,2025-03-22,4,MC027,EMP0049,206,200
PR013753,2025-03-22,4,MC029,EMP0011,204,200
PR013754,2025-03-22,4,MC025,EMP0154,214,200
PR013755,2025-03-22,5,MC034,EMP0145,121,142
PR013756,2025-03-22,5,MC033,EMP0145,146,142
PR013757,2025-03-22,5,MC030,EMP0028,134,142
PR013758,2025-03-22,5,MC035,EMP0164,134,142
PR013759,2025-03-22,5,MC032,EMP0086,127,142
PR013760,2025-03-22,6,MC039,EMP0046,334,325
PR013761,2025-03-22,6,MC036,EMP0046,345,325
PR013762,2025-03-22,6,MC038,EMP0100,343,325
PR013763,2025-03-23,1,MC005,EMP0160,65,181
PR013764,2025-03-23,1,MC004,EMP0094,61,181
PR013765,2025-03-23,1,MC002,EMP0038,63,181
PR013766,2025-03-23,1,MC003,EMP0160,57,181
PR013767,2025-03-23,1,MC006,EMP0110,62,181
PR013768,2025-03-23,1,MC008,EMP0162,61,181
PR013769,2025-03-23,2,MC016,EMP0001,44,120
PR013770,2025-03-23,2,MC013,EMP0147,46,120
PR013771,2025-03-23,2,MC018,EMP0026,43,120
PR013772,2025-03-23,2,MC017,EMP0147,44,120
PR013773,2025-03-23,2,MC015,EMP0117,47,120
PR013774,2025-03-23,2,MC010,EMP0138,35,120
PR013775,2025-03-23,2,MC014,EMP0140,43,120
PR013776,2025-03-23,2,MC009,EMP0004,39,120
PR013777,2025-03-23,3,MC020,EMP0172,59,158
PR013778,2025-03-23,3,MC019,EMP0143,60,158
PR013779,2025-03-23,3,MC021,EMP0016,57,158
PR013780,2025-03-23,3,MC022,EMP0034,59,158
PR013781,2025-03-23,3,MC023,EMP0078,58,158
PR013782,2025-03-23,4,MC025,EMP0153,73,200
PR013783,2025-03-23,4,MC026,EMP0121,68,200
PR013784,2025-03-23,4,MC027,EMP0022,72,200
PR013785,2025-03-23,4,MC028,EMP0023,78,200
PR013786,2025-03-23,5,MC032,EMP0003,48,142
PR013787,2025-03-23,5,MC035,EMP0164,45,142
PR013788,2025-03-23,5,MC031,EMP0145,43,142
PR013789,2025-03-23,5,MC030,EMP0056,45,142
PR013790,2025-03-23,6,MC037,EMP0144,113,325
PR013791,2025-03-23,6,MC036,EMP0065,104,325
PR013792,2025-03-23,6,MC038,EMP0065,120,325
PR013793,2025-03-24,1,MC004,EMP0061,156,181
PR013794,2025-03-24,1,MC008,EMP0167,178,181
PR013795,2025-03-24,1,MC006,EMP0137,184,181
PR013796,2025-03-24,1,MC005,EMP0037,172,181
PR013797,2025-03-24,1,MC007,EMP0118,147,181
PR013798,2025-03-24,1,MC001,EMP0025,179,181
PR013799,2025-03-24,2,MC013,EMP0074,109,120
PR013800,2025-03-24,2,MC015,EMP0079,133,120
PR013801,2025-03-24,2,MC016,EMP0036,126,120
PR013802,2025-03-24,2,MC010,EMP0076,112,120
PR013803,2025-03-24,2,MC009,EMP0024,114,120
PR013804,2025-03-24,2,MC014,EMP0035,109,120
PR013805,2025-03-24,2,MC018,EMP0081,115,120
PR013806,2025-03-24,3,MC019,EMP0172,155,158
PR013807,2025-03-24,3,MC024,EMP0180,138,158
PR013808,2025-03-24,3,MC021,EMP0006,152,158
PR013809,2025-03-24,3,MC023,EMP0033,139,158
PR013810,2025-03-24,4,MC026,EMP0014,211,200
PR013811,2025-03-24,4,MC028,EMP0011,213,200
PR013812,2025-03-24,4,MC025,EMP0022,205,200
PR013813,2025-03-24,5,MC030,EMP0150,141,142
PR013814,2025-03-24,5,MC031,EMP0060,106,142
PR013815,2025-03-24,5,MC032,EMP0058,144,142
PR013816,2025-03-24,5,MC033,EMP0003,116,142
PR013817,2025-03-24,5,MC034,EMP0028,131,142
PR013818,2025-03-24,6,MC039,EMP0085,341,325
PR013819,2025-03-24,6,MC036,EMP0065,349,325
PR013820,2025-03-24,6,MC038,EMP0142,360,325
PR013821,2025-03-25,1,MC005,EMP0025,186,181
PR013822,2025-03-25,1,MC002,EMP0032,173,181
PR013823,2025-03-25,1,MC007,EMP0066,170,181
PR013824,2025-03-25,1,MC008,EMP0104,173,181
PR013825,2025-03-25,1,MC006,EMP0054,169,181
PR013826,2025-03-25,1,MC004,EMP0061,164,181
PR013827,2025-03-25,2,MC009,EMP0009,104,120
PR013828,2025-03-25,2,MC011,EMP0036,130,120
PR013829,2025-03-25,2,MC012,EMP0103,130,120
PR013830,2025-03-25,2,MC014,EMP0021,111,120
PR013831,2025-03-25,2,MC016,EMP0149,130,120
PR013832,2025-03-25,2,MC017,EMP0115,110,120
PR013833,2025-03-25,2,MC018,EMP0146,128,120
PR013834,2025-03-25,3,MC024,EMP0064,144,158
PR013835,2025-03-25,3,MC020,EMP0134,140,158
PR013836,2025-03-25,3,MC023,EMP0033,131,158
PR013837,2025-03-25,3,MC021,EMP0099,145,158
PR013838,2025-03-25,3,MC022,EMP0082,152,158
PR013839,2025-03-25,4,MC028,EMP0093,219,200
PR013840,2025-03-25,4,MC025,EMP0062,235,200
PR013841,2025-03-25,4,MC029,EMP0087,199,200
PR013842,2025-03-25,4,MC026,EMP0131,214,200
PR013843,2025-03-25,5,MC033,EMP0028,135,142
PR013844,2025-03-25,5,MC031,EMP0028,138,142
PR013845,2025-03-25,5,MC032,EMP0056,130,142
PR013846,2025-03-25,5,MC035,EMP0068,120,142
PR013847,2025-03-25,5,MC034,EMP0058,149,142
PR013848,2025-03-25,6,MC038,EMP0142,296,325
PR013849,2025-03-25,6,MC037,EMP0142,287,325
PR013850,2025-03-25,6,MC036,EMP0144,319,325
PR013851,2025-03-26,1,MC005,EMP0061,191,181
PR013852,2025-03-26,1,MC008,EMP0168,134,181
PR013853,2025-03-26,1,MC004,EMP0177,192,181
PR013854,2025-03-26,1,MC006,EMP0061,176,181
PR013855,2025-03-26,1,MC003,EMP0066,157,181
PR013856,2025-03-26,1,MC002,EMP0088,177,181
PR013857,2025-03-26,1,MC001,EMP0018,178,181
PR013858,2025-03-26,2,MC010,EMP0178,112,120
PR013859,2025-03-26,2,MC014,EMP0041,128,120
PR013860,2025-03-26,2,MC018,EMP0173,117,120
PR013861,2025-03-26,2,MC012,EMP0042,116,120
PR013862,2025-03-26,2,MC016,EMP0027,112,120
PR013863,2025-03-26,2,MC011,EMP0117,119,120
PR013864,2025-03-26,2,MC017,EMP0048,118,120
PR013865,2025-03-26,2,MC013,EMP0117,117,120
PR013866,2025-03-26,2,MC015,EMP0095,101,120
PR013867,2025-03-26,3,MC022,EMP0055,155,158
PR013868,2025-03-26,3,MC021,EMP0134,164,158
PR013869,2025-03-26,3,MC019,EMP0039,163,158
PR013870,2025-03-26,3,MC023,EMP0180,153,158
PR013871,2025-03-26,3,MC020,EMP0124,138,158
PR013872,2025-03-26,4,MC025,EMP0019,231,200
PR013873,2025-03-26,4,MC026,EMP0131,222,200
PR013874,2025-03-26,4,MC028,EMP0049,168,200
PR013875,2025-03-26,5,MC032,EMP0060,117,142
PR013876,2025-03-26,5,MC034,EMP0101,125,142
PR013877,2025-03-26,5,MC031,EMP0080,141,142
PR013878,2025-03-26,5,MC033,EMP0080,137,142
PR013879,2025-03-26,6,MC037,EMP0120,345,325
PR013880,2025-03-26,6,MC036,EMP0144,309,325
PR013881,2025-03-26,6,MC038,EMP0152,330,325
PR013882,2025-03-27,1,MC008,EMP0166,163,181
PR013883,2025-03-27,1,MC003,EMP0025,194,181
PR013884,2025-03-27,1,MC002,EMP0162,165,181
PR013885,2025-03-27,1,MC006,EMP0118,198,181
PR013886,2025-03-27,1,MC001,EMP0162,178,181
PR013887,2025-03-27,1,MC005,EMP0168,172,181
PR013888,2025-03-27,2,MC015,EMP0077,114,120
PR013889,2025-03-27,2,MC010,EMP0063,114,120
PR013890,2025-03-27,2,MC017,EMP0079,123,120
PR013891,2025-03-27,2,MC012,EMP0095,127,120
PR013892,2025-03-27,2,MC014,EMP0090,112,120
PR013893,2025-03-27,2,MC018,EMP0070,111,120
PR013894,2025-03-27,2,MC011,EMP0113,97,120
PR013895,2025-03-27,2,MC016,EMP0027,106,120
PR013896,2025-03-27,2,MC013,EMP0045,126,120
PR013897,2025-03-27,3,MC019,EMP0159,151,158
PR013898,2025-03-27,3,MC021,EMP0006,134,158
PR013899,2025-03-27,3,MC022,EMP0034,154,158
PR013900,2025-03-27,3,MC024,EMP0033,150,158
PR013901,2025-03-27,3,MC023,EMP0084,151,158
PR013902,2025-03-27,4,MC029,EMP0023,174,200
PR013903,2025-03-27,4,MC028,EMP0011,212,200
PR013904,2025-03-27,4,MC027,EMP0154,213,200
PR013905,2025-03-27,4,MC026,EMP0043,175,200
PR013906,2025-03-27,5,MC032,EMP0145,132,142
PR013907,2025-03-27,5,MC033,EMP0101,119,142
PR013908,2025-03-27,5,MC034,EMP0080,123,142
PR013909,2025-03-27,5,MC031,EMP0164,116,142
PR013910,2025-03-27,5,MC030,EMP0060,121,142
PR013911,2025-03-27,6,MC037,EMP0085,325,325
PR013912,2025-03-27,6,MC036,EMP0120,348,325
PR013913,2025-03-27,6,MC038,EMP0171,299,325
PR013914,2025-03-28,1,MC008,EMP0005,148,181
PR013915,2025-03-28,1,MC007,EMP0075,147,181
PR013916,2025-03-28,1,MC006,EMP0052,150,181
PR013917,2025-03-28,1,MC004,EMP0061,164,181
PR013918,2025-03-28,1,MC003,EMP0073,168,181
PR013919,2025-03-28,1,MC005,EMP0158,148,181
PR013920,2025-03-28,2,MC012,EMP0098,96,120
PR013921,2025-03-28,2,MC014,EMP0021,107,120
PR013922,2025-03-28,2,MC013,EMP0042,89,120
PR013923,2025-03-28,2,MC015,EMP0067,107,120
PR013924,2025-03-28,2,MC011,EMP0079,106,120
PR013925,2025-03-28,2,MC017,EMP0083,105,120
PR013926,2025-03-28,2,MC018,EMP0001,86,120
PR013927,2025-03-28,3,MC021,EMP0179,147,158
PR013928,2025-03-28,3,MC020,EMP0064,144,158
PR013929,2025-03-28,3,MC024,EMP0172,116,158
PR013930,2025-03-28,3,MC019,EMP0143,139,158
PR013931,2025-03-28,4,MC028,EMP0014,169,200
PR013932,2025-03-28,4,MC029,EMP0132,171,200
PR013933,2025-03-28,4,MC027,EMP0131,194,200
PR013934,2025-03-28,4,MC026,EMP0127,182,200
PR013935,2025-03-28,5,MC031,EMP0068,109,142
PR013936,2025-03-28,5,MC034,EMP0080,102,142
PR013937,2025-03-28,5,MC035,EMP0060,114,142
PR013938,2025-03-28,5,MC030,EMP0056,122,142
PR013939,2025-03-28,5,MC033,EMP0056,119,142
PR013940,2025-03-28,6,MC037,EMP0085,265,325
PR013941,2025-03-28,6,MC038,EMP0120,260,325
PR013942,2025-03-28,6,MC039,EMP0046,299,325
PR013943,2025-03-29,1,MC003,EMP0160,186,181
PR013944,2025-03-29,1,MC008,EMP0097,178,181
PR013945,2025-03-29,1,MC006,EMP0018,192,181
PR013946,2025-03-29,1,MC007,EMP0030,183,181
PR013947,2025-03-29,1,MC002,EMP0017,181,181
PR013948,2025-03-29,1,MC005,EMP0176,180,181
PR013949,2025-03-29,2,MC017,EMP0042,124,120
PR013950,2025-03-29,2,MC016,EMP0123,129,120
PR013951,2025-03-29,2,MC011,EMP0070,128,120
PR013952,2025-03-29,2,MC015,EMP0036,107,120
PR013953,2025-03-29,2,MC013,EMP0009,111,120
PR013954,2025-03-29,2,MC012,EMP0105,105,120
PR013955,2025-03-29,2,MC009,EMP0012,123,120
PR013956,2025-03-29,2,MC014,EMP0076,114,120
PR013957,2025-03-29,2,MC010,EMP0140,106,120
PR013958,2025-03-29,3,MC020,EMP0084,147,158
PR013959,2025-03-29,3,MC019,EMP0159,141,158
PR013960,2025-03-29,3,MC024,EMP0084,154,158
PR013961,2025-03-29,3,MC021,EMP0111,159,158
PR013962,2025-03-29,3,MC022,EMP0033,167,158
PR013963,2025-03-29,4,MC026,EMP0127,205,200
PR013964,2025-03-29,4,MC028,EMP0043,204,200
PR013965,2025-03-29,4,MC027,EMP0131,216,200
PR013966,2025-03-29,4,MC029,EMP0014,200,200
PR013967,2025-03-29,5,MC033,EMP0003,139,142
PR013968,2025-03-29,5,MC035,EMP0080,138,142
PR013969,2025-03-29,5,MC031,EMP0165,126,142
PR013970,2025-03-29,5,MC034,EMP0056,129,142
PR013971,2025-03-29,6,MC039,EMP0046,311,325
PR013972,2025-03-29,6,MC036,EMP0046,361,325
PR013973,2025-03-29,6,MC037,EMP0120,315,325
PR013974,2025-03-30,1,MC004,EMP0162,61,181
PR013975,2025-03-30,1,MC008,EMP0091,62,181
PR013976,2025-03-30,1,MC003,EMP0110,57,181
PR013977,2025-03-30,1,MC006,EMP0104,72,181
PR013978,2025-03-30,1,MC007,EMP0091,47,181
PR013979,2025-03-30,1,MC002,EMP0091,55,181
PR013980,2025-03-30,2,MC009,EMP0095,40,120
PR013981,2025-03-30,2,MC012,EMP0048,42,120
PR013982,2025-03-30,2,MC016,EMP0106,35,120
PR013983,2025-03-30,2,MC013,EMP0024,43,120
PR013984,2025-03-30,2,MC011,EMP0083,37,120
PR013985,2025-03-30,2,MC010,EMP0178,39,120
PR013986,2025-03-30,2,MC018,EMP0012,41,120
PR013987,2025-03-30,3,MC019,EMP0069,50,158
PR013988,2025-03-30,3,MC020,EMP0055,57,158
PR013989,2025-03-30,3,MC021,EMP0055,50,158
PR013990,2025-03-30,3,MC024,EMP0069,52,158
PR013991,2025-03-30,3,MC023,EMP0179,52,158
PR013992,2025-03-30,4,MC025,EMP0059,70,200
PR013993,2025-03-30,4,MC029,EMP0174,71,200
PR013994,2025-03-30,4,MC026,EMP0050,71,200
PR013995,2025-03-30,5,MC031,EMP0060,51,142
PR013996,2025-03-30,5,MC034,EMP0068,50,142
PR013997,2025-03-30,5,MC032,EMP0068,46,142
PR013998,2025-03-30,5,MC033,EMP0028,49,142
PR013999,2025-03-30,5,MC030,EMP0101,47,142
PR014000,2025-03-30,6,MC037,EMP0144,116,325
PR014001,2025-03-30,6,MC036,EMP0144,124,325
PR014002,2025-03-30,6,MC038,EMP0046,114,325
PR014003,2025-03-31,1,MC005,EMP0073,186,181
PR014004,2025-03-31,1,MC003,EMP0168,161,181
PR014005,2025-03-31,1,MC008,EMP0018,168,181
PR014006,2025-03-31,1,MC001,EMP0018,165,181
PR014007,2025-03-31,1,MC002,EMP0177,187,181
PR014008,2025-03-31,1,MC007,EMP0097,143,181
PR014009,2025-03-31,2,MC017,EMP0031,110,120
PR014010,2025-03-31,2,MC009,EMP0169,117,120
PR014011,2025-03-31,2,MC016,EMP0149,113,120
PR014012,2025-03-31,2,MC015,EMP0067,109,120
PR014013,2025-03-31,2,MC012,EMP0026,120,120
PR014014,2025-03-31,2,MC014,EMP0098,113,120
PR014015,2025-03-31,2,MC013,EMP0147,118,120
PR014016,2025-03-31,3,MC020,EMP0172,164,158
PR014017,2025-03-31,3,MC023,EMP0064,149,158
PR014018,2025-03-31,3,MC019,EMP0013,137,158
PR014019,2025-03-31,3,MC022,EMP0006,138,158
PR014020,2025-03-31,4,MC028,EMP0175,222,200
PR014021,2025-03-31,4,MC025,EMP0109,221,200
PR014022,2025-03-31,4,MC026,EMP0049,209,200
PR014023,2025-03-31,4,MC027,EMP0071,237,200
PR014024,2025-03-31,5,MC034,EMP0101,132,142
PR014025,2025-03-31,5,MC032,EMP0056,134,142
PR014026,2025-03-31,5,MC035,EMP0150,126,142
PR014027,2025-03-31,5,MC033,EMP0145,113,142
PR014028,2025-03-31,6,MC038,EMP0142,346,325
PR014029,2025-03-31,6,MC036,EMP0085,299,325
PR014030,2025-03-31,6,MC039,EMP0085,319,325
PR014031,2025-04-01,1,MC005,EMP0075,172,181
PR014032,2025-04-01,1,MC003,EMP0005,191,181
PR014033,2025-04-01,1,MC007,EMP0007,163,181
PR014034,2025-04-01,1,MC008,EMP0018,185,181
PR014035,2025-04-01,1,MC002,EMP0094,205,181
PR014036,2025-04-01,1,MC004,EMP0177,166,181
PR014037,2025-04-01,1,MC006,EMP0137,156,181
PR014038,2025-04-01,2,MC011,EMP0114,116,120
PR014039,2025-04-01,2,MC009,EMP0074,125,120
PR014040,2025-04-01,2,MC015,EMP0031,102,120
PR014041,2025-04-01,2,MC012,EMP0012,107,120
PR014042,2025-04-01,2,MC013,EMP0115,132,120
PR014043,2025-04-01,2,MC016,EMP0009,121,120
PR014044,2025-04-01,2,MC010,EMP0138,116,120
PR014045,2025-04-01,3,MC020,EMP0034,145,158
PR014046,2025-04-01,3,MC023,EMP0016,159,158
PR014047,2025-04-01,3,MC019,EMP0143,145,158
PR014048,2025-04-01,3,MC022,EMP0029,129,158
PR014049,2025-04-01,3,MC024,EMP0111,169,158
PR014050,2025-04-01,4,MC028,EMP0109,197,200
PR014051,2025-04-01,4,MC029,EMP0093,192,200
PR014052,2025-04-01,4,MC027,EMP0059,183,200
PR014053,2025-04-01,4,MC025,EMP0093,200,200
PR014054,2025-04-01,5,MC031,EMP0101,141,142
PR014055,2025-04-01,5,MC033,EMP0165,127,142
PR014056,2025-04-01,5,MC035,EMP0164,120,142
PR014057,2025-04-01,5,MC032,EMP0080,122,142
PR014058,2025-04-01,5,MC034,EMP0003,149,142
PR014059,2025-04-01,6,MC037,EMP0100,320,325
PR014060,2025-04-01,6,MC036,EMP0152,371,325
PR014061,2025-04-01,6,MC038,EMP0152,325,325
PR014062,2025-04-02,1,MC006,EMP0130,171,181
PR014063,2025-04-02,1,MC004,EMP0052,197,181
PR014064,2025-04-02,1,MC005,EMP0151,181,181
PR014065,2025-04-02,1,MC002,EMP0112,183,181
PR014066,2025-04-02,1,MC008,EMP0102,168,181
PR014067,2025-04-02,1,MC007,EMP0166,172,181
PR014068,2025-04-02,1,MC003,EMP0104,156,181
PR014069,2025-04-02,2,MC014,EMP0103,107,120
PR014070,2025-04-02,2,MC009,EMP0147,129,120
PR014071,2025-04-02,2,MC018,EMP0090,123,120
PR014072,2025-04-02,2,MC013,EMP0139,97,120
PR014073,2025-04-02,2,MC011,EMP0129,118,120
PR014074,2025-04-02,2,MC015,EMP0083,127,120
PR014075,2025-04-02,2,MC016,EMP0001,122,120
PR014076,2025-04-02,2,MC010,EMP0116,110,120
PR014077,2025-04-02,2,MC017,EMP0098,98,120
PR014078,2025-04-02,3,MC019,EMP0111,160,158
PR014079,2025-04-02,3,MC023,EMP0069,132,158
PR014080,2025-04-02,3,MC022,EMP0124,159,158
PR014081,2025-04-02,3,MC021,EMP0172,127,158
PR014082,2025-04-02,4,MC027,EMP0050,209,200
PR014083,2025-04-02,4,MC029,EMP0093,184,200
PR014084,2025-04-02,4,MC028,EMP0071,203,200
PR014085,2025-04-02,4,MC025,EMP0011,184,200
PR014086,2025-04-02,5,MC032,EMP0101,145,142
PR014087,2025-04-02,5,MC033,EMP0058,108,142
PR014088,2025-04-02,5,MC035,EMP0060,126,142
PR014089,2025-04-02,5,MC031,EMP0101,132,142
PR014090,2025-04-02,5,MC030,EMP0150,120,142
PR014091,2025-04-02,6,MC037,EMP0065,298,325
PR014092,2025-04-02,6,MC038,EMP0152,296,325
PR014093,2025-04-02,6,MC036,EMP0065,356,325
PR014094,2025-04-03,1,MC008,EMP0005,183,181
PR014095,2025-04-03,1,MC004,EMP0072,153,181
PR014096,2025-04-03,1,MC007,EMP0018,173,181
PR014097,2025-04-03,1,MC006,EMP0167,173,181
PR014098,2025-04-03,1,MC003,EMP0094,172,181
PR014099,2025-04-03,1,MC001,EMP0044,176,181
PR014100,2025-04-03,2,MC015,EMP0135,114,120
PR014101,2025-04-03,2,MC016,EMP0170,129,120
PR014102,2025-04-03,2,MC012,EMP0070,121,120
PR014103,2025-04-03,2,MC010,EMP0139,120,120
PR014104,2025-04-03,2,MC009,EMP0047,112,120
PR014105,2025-04-03,2,MC013,EMP0020,131,120
PR014106,2025-04-03,2,MC018,EMP0051,121,120
PR014107,2025-04-03,3,MC024,EMP0082,155,158
PR014108,2025-04-03,3,MC022,EMP0006,155,158
PR014109,2025-04-03,3,MC023,EMP0034,131,158
PR014110,2025-04-03,3,MC020,EMP0134,175,158
PR014111,2025-04-03,3,MC019,EMP0006,145,158
PR014112,2025-04-03,4,MC027,EMP0156,231,200
PR014113,2025-04-03,4,MC025,EMP0011,203,200
PR014114,2025-04-03,4,MC026,EMP0127,211,200
PR014115,2025-04-03,4,MC028,EMP0023,202,200
PR014116,2025-04-03,5,MC032,EMP0150,120,142
PR014117,2025-04-03,5,MC030,EMP0080,129,142
PR014118,2025-04-03,5,MC034,EMP0150,139,142
PR014119,2025-04-03,5,MC031,EMP0086,127,142
PR014120,2025-04-03,6,MC038,EMP0053,351,325
PR014121,2025-04-03,6,MC037,EMP0100,317,325
PR014122,2025-04-03,6,MC039,EMP0065,251,325
PR014123,2025-04-04,1,MC004,EMP0162,129,181
PR014124,2025-04-04,1,MC006,EMP0038,146,181
PR014125,2025-04-04,1,MC008,EMP0162,153,181
PR014126,2025-04-04,1,MC003,EMP0054,136,181
PR014127,2025-04-04,1,MC007,EMP0038,166,181
PR014128,2025-04-04,1,MC001,EMP0044,156,181
PR014129,2025-04-04,1,MC002,EMP0118,141,181
PR014130,2025-04-04,2,MC011,EMP0063,94,120
PR014131,2025-04-04,2,MC017,EMP0090,95,120
PR014132,2025-04-04,2,MC015,EMP0135,97,120
PR014133,2025-04-04,2,MC012,EMP0114,95,120
PR014134,2025-04-04,2,MC018,EMP0027,99,120
PR014135,2025-04-04,2,MC010,EMP0012,99,120
PR014136,2025-04-04,2,MC016,EMP0020,89,120
PR014137,2025-04-04,2,MC014,EMP0128,89,120
PR014138,2025-04-04,2,MC013,EMP0077,90,120
PR014139,2025-04-04,3,MC024,EMP0172,129,158
PR014140,2025-04-04,3,MC021,EMP0034,122,158
PR014141,2025-04-04,3,MC019,EMP0039,119,158
PR014142,2025-04-04,3,MC023,EMP0125,140,158
PR014143,2025-04-04,3,MC022,EMP0006,123,158
PR014144,2025-04-04,4,MC026,EMP0156,186,200
PR014145,2025-04-04,4,MC027,EMP0156,178,200
PR014146,2025-04-04,4,MC025,EMP0154,165,200
PR014147,2025-04-04,4,MC029,EMP0109,185,200
PR014148,2025-04-04,5,MC035,EMP0096,104,142
PR014149,2025-04-04,5,MC031,EMP0164,119,142
PR014150,2025-04-04,5,MC033,EMP0096,114,142
PR014151,2025-04-04,5,MC034,EMP0145,126,142
PR014152,2025-04-04,5,MC032,EMP0056,104,142
PR014153,2025-04-04,6,MC038,EMP0142,256,325
PR014154,2025-04-04,6,MC036,EMP0085,295,325
PR014155,2025-04-04,6,MC039,EMP0142,289,325
PR014156,2025-04-05,1,MC004,EMP0177,189,181
PR014157,2025-04-05,1,MC006,EMP0072,185,181
PR014158,2025-04-05,1,MC003,EMP0061,171,181
PR014159,2025-04-05,1,MC001,EMP0032,142,181
PR014160,2025-04-05,1,MC005,EMP0054,179,181
PR014161,2025-04-05,1,MC008,EMP0107,162,181
PR014162,2025-04-05,2,MC010,EMP0117,132,120
PR014163,2025-04-05,2,MC017,EMP0116,106,120
PR014164,2025-04-05,2,MC011,EMP0169,120,120
PR014165,2025-04-05,2,MC014,EMP0095,116,120
PR014166,2025-04-05,2,MC013,EMP0081,112,120
PR014167,2025-04-05,2,MC018,EMP0115,106,120
PR014168,2025-04-05,2,MC016,EMP0041,114,120
PR014169,2025-04-05,2,MC012,EMP0035,137,120
PR014170,2025-04-05,3,MC020,EMP0125,150,158
PR014171,2025-04-05,3,MC021,EMP0055,132,158
PR014172,2025-04-05,3,MC024,EMP0143,168,158
PR014173,2025-04-05,3,MC019,EMP0172,154,158
PR014174,2025-04-05,3,MC023,EMP0111,155,158
PR014175,2025-04-05,4,MC029,EMP0154,194,200
PR014176,2025-04-05,4,MC027,EMP0174,200,200
