DefectID,ProdID,MachineID,DeptID,Date,DefectQty,DefectType
DF010787,PR010870,MC036,6,2024-12-18,4,Colour Mismatch
DF010788,PR010871,MC039,6,2024-12-18,4,Fabric Tear
DF010789,PR010872,MC001,1,2024-12-19,4,Weaving Fault
DF010790,PR010873,MC003,1,2024-12-19,4,Fabric Tear
DF010791,PR010874,MC008,1,2024-12-19,10,Fabric Tear
DF010792,PR010875,MC004,1,2024-12-19,4,Size Variance
DF010793,PR010876,MC002,1,2024-12-19,4,Weaving Fault
DF010794,PR010877,MC007,1,2024-12-19,3,Stitching Error
DF010795,PR010878,MC005,1,2024-12-19,2,Stain/Spot
DF010796,PR010879,MC017,2,2024-12-19,3,Weaving Fault
DF010797,PR010880,MC016,2,2024-12-19,3,Fabric Tear
DF010798,PR010881,MC010,2,2024-12-19,5,Size Variance
DF010799,PR010882,MC018,2,2024-12-19,4,Weaving Fault
DF010800,PR010883,MC009,2,2024-12-19,3,Size Variance
DF010801,PR010884,MC014,2,2024-12-19,1,Weaving Fault
DF010802,PR010885,MC011,2,2024-12-19,10,Fabric Tear
DF010803,PR010886,MC015,2,2024-12-19,4,Fabric Tear
DF010804,PR010887,MC022,3,2024-12-19,9,Colour Mismatch
DF010805,PR010888,MC020,3,2024-12-19,11,Size Variance
DF010806,PR010889,MC024,3,2024-12-19,7,Stitching Error
DF010807,PR010890,MC021,3,2024-12-19,31,Colour Mismatch
DF010808,PR010891,MC023,3,2024-12-19,7,Size Variance
DF010809,PR010892,MC027,4,2024-12-19,9,Colour Mismatch
DF010810,PR010893,MC028,4,2024-12-19,4,Weaving Fault
DF010811,PR010894,MC025,4,2024-12-19,4,Fabric Tear
DF010812,PR010895,MC035,5,2024-12-19,1,Colour Mismatch
DF010813,PR010896,MC030,5,2024-12-19,3,Size Variance
DF010814,PR010897,MC031,5,2024-12-19,2,Size Variance
DF010815,PR010898,MC033,5,2024-12-19,2,Size Variance
DF010816,PR010899,MC032,5,2024-12-19,6,Stain/Spot
DF010817,PR010900,MC036,6,2024-12-19,4,Stain/Spot
DF010818,PR010901,MC039,6,2024-12-19,7,Size Variance
DF010819,PR010902,MC038,6,2024-12-19,2,Stitching Error
DF010820,PR010903,MC005,1,2024-12-20,5,Weaving Fault
DF010821,PR010904,MC008,1,2024-12-20,14,Size Variance
DF010822,PR010905,MC006,1,2024-12-20,5,Stitching Error
DF010823,PR010906,MC002,1,2024-12-20,5,Fabric Tear
DF010824,PR010907,MC004,1,2024-12-20,3,Stain/Spot
DF010825,PR010908,MC007,1,2024-12-20,2,Stain/Spot
DF010826,PR010909,MC003,1,2024-12-20,3,Stain/Spot
DF010827,PR010910,MC016,2,2024-12-20,4,Size Variance
DF010828,PR010911,MC015,2,2024-12-20,3,Weaving Fault
DF010829,PR010912,MC017,2,2024-12-20,5,Stitching Error
DF010830,PR010913,MC013,2,2024-12-20,4,Fabric Tear
DF010831,PR010914,MC009,2,2024-12-20,5,Fabric Tear
DF010832,PR010915,MC010,2,2024-12-20,3,Size Variance
DF010833,PR010916,MC018,2,2024-12-20,2,Fabric Tear
DF010834,PR010917,MC011,2,2024-12-20,8,Stain/Spot
DF010835,PR010918,MC014,2,2024-12-20,2,Colour Mismatch
DF010836,PR010919,MC021,3,2024-12-20,11,Stain/Spot
DF010837,PR010920,MC020,3,2024-12-20,6,Size Variance
DF010838,PR010921,MC024,3,2024-12-20,8,Weaving Fault
DF010839,PR010922,MC023,3,2024-12-20,7,Colour Mismatch
DF010840,PR010923,MC022,3,2024-12-20,6,Size Variance
DF010841,PR010924,MC026,4,2024-12-20,4,Stitching Error
DF010842,PR010925,MC025,4,2024-12-20,6,Colour Mismatch
DF010843,PR010926,MC029,4,2024-12-20,4,Stain/Spot
DF010844,PR010927,MC027,4,2024-12-20,7,Fabric Tear
DF010845,PR010928,MC030,5,2024-12-20,1,Fabric Tear
DF010846,PR010929,MC031,5,2024-12-20,2,Size Variance
DF010847,PR010930,MC035,5,2024-12-20,2,Fabric Tear
DF010848,PR010931,MC033,5,2024-12-20,2,Stain/Spot
DF010849,PR010932,MC038,6,2024-12-20,3,Size Variance
DF010850,PR010933,MC037,6,2024-12-20,2,Weaving Fault
DF010851,PR010934,MC036,6,2024-12-20,2,Weaving Fault
DF010852,PR010935,MC002,1,2024-12-21,5,Weaving Fault
DF010853,PR010936,MC006,1,2024-12-21,5,Stitching Error
DF010854,PR010937,MC003,1,2024-12-21,2,Weaving Fault
DF010855,PR010938,MC005,1,2024-12-21,5,Stitching Error
DF010856,PR010939,MC001,1,2024-12-21,6,Stitching Error
DF010857,PR010940,MC007,1,2024-12-21,3,Fabric Tear
DF010858,PR010941,MC008,1,2024-12-21,7,Colour Mismatch
DF010859,PR010942,MC011,2,2024-12-21,10,Stitching Error
DF010860,PR010943,MC012,2,2024-12-21,5,Stain/Spot
DF010861,PR010944,MC014,2,2024-12-21,5,Colour Mismatch
DF010862,PR010945,MC018,2,2024-12-21,7,Size Variance
DF010863,PR010946,MC017,2,2024-12-21,4,Stitching Error
DF010864,PR010947,MC016,2,2024-12-21,6,Stain/Spot
DF010865,PR010948,MC015,2,2024-12-21,4,Stitching Error
DF010866,PR010949,MC020,3,2024-12-21,11,Stitching Error
DF010867,PR010950,MC019,3,2024-12-21,18,Stitching Error
DF010868,PR010951,MC021,3,2024-12-21,24,Stitching Error
DF010869,PR010952,MC023,3,2024-12-21,7,Stitching Error
DF010870,PR010953,MC022,3,2024-12-21,13,Stitching Error
DF010871,PR010954,MC026,4,2024-12-21,6,Stitching Error
DF010872,PR010955,MC029,4,2024-12-21,4,Stitching Error
DF010873,PR010956,MC027,4,2024-12-21,14,Weaving Fault
DF010874,PR010957,MC028,4,2024-12-21,3,Weaving Fault
DF010875,PR010958,MC034,5,2024-12-21,1,Stitching Error
DF010876,PR010959,MC035,5,2024-12-21,3,Weaving Fault
DF010877,PR010960,MC030,5,2024-12-21,2,Weaving Fault
DF010878,PR010961,MC032,5,2024-12-21,4,Weaving Fault
DF010879,PR010962,MC037,6,2024-12-21,4,Colour Mismatch
DF010880,PR010963,MC036,6,2024-12-21,4,Stain/Spot
DF010881,PR010964,MC039,6,2024-12-21,4,Stain/Spot
DF010882,PR010965,MC001,1,2024-12-22,2,Weaving Fault
DF010883,PR010966,MC004,1,2024-12-22,3,Colour Mismatch
DF010884,PR010967,MC008,1,2024-12-22,1,Size Variance
DF010885,PR010968,MC005,1,2024-12-22,2,Stain/Spot
DF010886,PR010969,MC006,1,2024-12-22,2,Stain/Spot
DF010887,PR010970,MC003,1,2024-12-22,2,Fabric Tear
DF010888,PR010971,MC007,1,2024-12-22,2,Weaving Fault
DF010889,PR010972,MC016,2,2024-12-22,1,Stitching Error
DF010890,PR010973,MC011,2,2024-12-22,3,Stitching Error
DF010891,PR010974,MC017,2,2024-12-22,2,Fabric Tear
DF010892,PR010975,MC015,2,2024-12-22,1,Fabric Tear
DF010893,PR010976,MC018,2,2024-12-22,2,Fabric Tear
DF010894,PR010977,MC014,2,2024-12-22,2,Size Variance
DF010895,PR010978,MC013,2,2024-12-22,2,Size Variance
DF010896,PR010979,MC009,2,2024-12-22,1,Size Variance
DF010897,PR010980,MC020,3,2024-12-22,5,Stain/Spot
DF010898,PR010981,MC023,3,2024-12-22,5,Stitching Error
DF010899,PR010982,MC024,3,2024-12-22,4,Weaving Fault
DF010900,PR010983,MC022,3,2024-12-22,2,Colour Mismatch
DF010901,PR010984,MC028,4,2024-12-22,2,Stitching Error
DF010902,PR010985,MC027,4,2024-12-22,2,Stain/Spot
DF010903,PR010986,MC026,4,2024-12-22,2,Fabric Tear
DF010904,PR010987,MC029,4,2024-12-22,1,Fabric Tear
DF010905,PR010988,MC033,5,2024-12-22,1,Stitching Error
DF010906,PR010989,MC031,5,2024-12-22,1,Stain/Spot
DF010907,PR010991,MC034,5,2024-12-22,1,Weaving Fault
DF010908,PR010992,MC035,5,2024-12-22,1,Fabric Tear
DF010909,PR010993,MC038,6,2024-12-22,1,Fabric Tear
DF010910,PR010994,MC037,6,2024-12-22,2,Size Variance
DF010911,PR010995,MC036,6,2024-12-22,2,Weaving Fault
DF010912,PR010996,MC001,1,2024-12-23,3,Fabric Tear
DF010913,PR010997,MC004,1,2024-12-23,3,Fabric Tear
DF010914,PR010998,MC007,1,2024-12-23,3,Stitching Error
DF010915,PR010999,MC006,1,2024-12-23,2,Weaving Fault
DF010916,PR011000,MC003,1,2024-12-23,2,Fabric Tear
DF010917,PR011001,MC008,1,2024-12-23,14,Colour Mismatch
DF010918,PR011002,MC014,2,2024-12-23,5,Weaving Fault
DF010919,PR011003,MC009,2,2024-12-23,4,Size Variance
DF010920,PR011004,MC011,2,2024-12-23,12,Colour Mismatch
DF010921,PR011005,MC015,2,2024-12-23,4,Weaving Fault
DF010922,PR011006,MC018,2,2024-12-23,6,Stitching Error
DF010923,PR011007,MC012,2,2024-12-23,4,Size Variance
DF010924,PR011008,MC010,2,2024-12-23,3,Size Variance
DF010925,PR011009,MC016,2,2024-12-23,3,Stain/Spot
DF010926,PR011010,MC013,2,2024-12-23,5,Stitching Error
DF010927,PR011011,MC021,3,2024-12-23,30,Fabric Tear
DF010928,PR011012,MC022,3,2024-12-23,9,Colour Mismatch
DF010929,PR011013,MC019,3,2024-12-23,7,Size Variance
DF010930,PR011014,MC020,3,2024-12-23,15,Fabric Tear
DF010931,PR011015,MC023,3,2024-12-23,10,Size Variance
DF010932,PR011016,MC027,4,2024-12-23,11,Colour Mismatch
DF010933,PR011017,MC029,4,2024-12-23,4,Colour Mismatch
DF010934,PR011018,MC025,4,2024-12-23,2,Colour Mismatch
DF010935,PR011019,MC034,5,2024-12-23,2,Fabric Tear
DF010936,PR011020,MC035,5,2024-12-23,1,Stitching Error
DF010937,PR011021,MC031,5,2024-12-23,3,Fabric Tear
DF010938,PR011022,MC033,5,2024-12-23,2,Colour Mismatch
DF010939,PR011023,MC030,5,2024-12-23,1,Size Variance
DF010940,PR011024,MC039,6,2024-12-23,8,Colour Mismatch
DF010941,PR011025,MC038,6,2024-12-23,3,Fabric Tear
DF010942,PR011026,MC036,6,2024-12-23,3,Stain/Spot
DF010943,PR011027,MC003,1,2024-12-24,4,Colour Mismatch
DF010944,PR011028,MC005,1,2024-12-24,3,Stain/Spot
DF010945,PR011029,MC007,1,2024-12-24,3,Weaving Fault
DF010946,PR011030,MC006,1,2024-12-24,4,Weaving Fault
DF010947,PR011031,MC008,1,2024-12-24,8,Stitching Error
DF010948,PR011032,MC001,1,2024-12-24,5,Stain/Spot
DF010949,PR011033,MC002,1,2024-12-24,5,Colour Mismatch
DF010950,PR011034,MC011,2,2024-12-24,11,Stitching Error
DF010951,PR011035,MC010,2,2024-12-24,5,Colour Mismatch
DF010952,PR011036,MC012,2,2024-12-24,6,Colour Mismatch
DF010953,PR011037,MC009,2,2024-12-24,4,Weaving Fault
DF010954,PR011038,MC014,2,2024-12-24,4,Colour Mismatch
DF010955,PR011039,MC013,2,2024-12-24,4,Stitching Error
DF010956,PR011040,MC015,2,2024-12-24,6,Size Variance
DF010957,PR011041,MC016,2,2024-12-24,4,Colour Mismatch
DF010958,PR011042,MC017,2,2024-12-24,5,Weaving Fault
DF010959,PR011043,MC019,3,2024-12-24,8,Weaving Fault
DF010960,PR011044,MC024,3,2024-12-24,3,Colour Mismatch
DF010961,PR011045,MC021,3,2024-12-24,20,Size Variance
DF010962,PR011046,MC022,3,2024-12-24,9,Size Variance
DF010963,PR011047,MC020,3,2024-12-24,6,Size Variance
DF010964,PR011048,MC025,4,2024-12-24,4,Stain/Spot
DF010965,PR011049,MC026,4,2024-12-24,5,Stitching Error
DF010966,PR011050,MC028,4,2024-12-24,4,Stitching Error
DF010967,PR011051,MC029,4,2024-12-24,3,Weaving Fault
DF010968,PR011052,MC031,5,2024-12-24,3,Fabric Tear
DF010969,PR011053,MC034,5,2024-12-24,1,Fabric Tear
DF010970,PR011054,MC035,5,2024-12-24,2,Stitching Error
DF010971,PR011055,MC032,5,2024-12-24,2,Fabric Tear
DF010972,PR011056,MC033,5,2024-12-24,2,Stitching Error
DF010973,PR011057,MC036,6,2024-12-24,4,Size Variance
DF010974,PR011058,MC039,6,2024-12-24,6,Weaving Fault
DF010975,PR011059,MC038,6,2024-12-24,3,Stitching Error
DF010976,PR011060,MC004,1,2024-12-25,6,Stain/Spot
DF010977,PR011061,MC006,1,2024-12-25,6,Fabric Tear
DF010978,PR011062,MC007,1,2024-12-25,4,Colour Mismatch
DF010979,PR011063,MC005,1,2024-12-25,3,Stain/Spot
DF010980,PR011064,MC008,1,2024-12-25,13,Stitching Error
DF010981,PR011065,MC003,1,2024-12-25,6,Size Variance
DF010982,PR011066,MC001,1,2024-12-25,3,Stitching Error
DF010983,PR011067,MC018,2,2024-12-25,5,Weaving Fault
DF010984,PR011068,MC013,2,2024-12-25,5,Colour Mismatch
DF010985,PR011069,MC009,2,2024-12-25,6,Colour Mismatch
DF010986,PR011070,MC014,2,2024-12-25,5,Stitching Error
DF010987,PR011071,MC010,2,2024-12-25,5,Stitching Error
DF010988,PR011072,MC017,2,2024-12-25,3,Fabric Tear
DF010989,PR011073,MC012,2,2024-12-25,4,Weaving Fault
DF010990,PR011074,MC016,2,2024-12-25,3,Stain/Spot
DF010991,PR011075,MC020,3,2024-12-25,10,Weaving Fault
DF010992,PR011076,MC023,3,2024-12-25,8,Fabric Tear
DF010993,PR011077,MC019,3,2024-12-25,8,Fabric Tear
DF010994,PR011078,MC024,3,2024-12-25,16,Colour Mismatch
DF010995,PR011079,MC022,3,2024-12-25,13,Colour Mismatch
DF010996,PR011080,MC026,4,2024-12-25,6,Stitching Error
DF010997,PR011081,MC027,4,2024-12-25,13,Colour Mismatch
DF010998,PR011082,MC028,4,2024-12-25,2,Stain/Spot
DF010999,PR011083,MC029,4,2024-12-25,6,Colour Mismatch
DF011000,PR011084,MC035,5,2024-12-25,2,Stain/Spot
DF011001,PR011086,MC030,5,2024-12-25,2,Stitching Error
DF011002,PR011087,MC031,5,2024-12-25,2,Weaving Fault
DF011003,PR011088,MC037,6,2024-12-25,2,Size Variance
DF011004,PR011089,MC036,6,2024-12-25,4,Weaving Fault
DF011005,PR011090,MC039,6,2024-12-25,9,Stain/Spot
DF011006,PR011091,MC008,1,2024-12-26,9,Stitching Error
DF011007,PR011092,MC002,1,2024-12-26,7,Stitching Error
DF011008,PR011093,MC006,1,2024-12-26,5,Colour Mismatch
DF011009,PR011094,MC001,1,2024-12-26,6,Weaving Fault
DF011010,PR011095,MC003,1,2024-12-26,5,Size Variance
DF011011,PR011096,MC007,1,2024-12-26,3,Stain/Spot
DF011012,PR011097,MC004,1,2024-12-26,5,Stitching Error
DF011013,PR011098,MC016,2,2024-12-26,5,Colour Mismatch
DF011014,PR011099,MC014,2,2024-12-26,4,Stain/Spot
DF011015,PR011100,MC017,2,2024-12-26,5,Size Variance
DF011016,PR011101,MC013,2,2024-12-26,4,Colour Mismatch
DF011017,PR011102,MC010,2,2024-12-26,5,Weaving Fault
DF011018,PR011103,MC011,2,2024-12-26,7,Fabric Tear
DF011019,PR011104,MC009,2,2024-12-26,2,Fabric Tear
DF011020,PR011105,MC021,3,2024-12-26,24,Stain/Spot
DF011021,PR011106,MC023,3,2024-12-26,8,Size Variance
DF011022,PR011107,MC022,3,2024-12-26,8,Fabric Tear
DF011023,PR011108,MC019,3,2024-12-26,9,Colour Mismatch
DF011024,PR011109,MC020,3,2024-12-26,10,Size Variance
DF011025,PR011110,MC025,4,2024-12-26,3,Size Variance
DF011026,PR011111,MC027,4,2024-12-26,15,Colour Mismatch
DF011027,PR011112,MC029,4,2024-12-26,5,Fabric Tear
DF011028,PR011113,MC026,4,2024-12-26,4,Fabric Tear
DF011029,PR011114,MC035,5,2024-12-26,2,Colour Mismatch
DF011030,PR011115,MC031,5,2024-12-26,2,Fabric Tear
DF011031,PR011116,MC033,5,2024-12-26,3,Fabric Tear
DF011032,PR011117,MC030,5,2024-12-26,2,Colour Mismatch
DF011033,PR011118,MC034,5,2024-12-26,2,Stitching Error
DF011034,PR011119,MC039,6,2024-12-26,4,Colour Mismatch
DF011035,PR011120,MC037,6,2024-12-26,5,Stitching Error
DF011036,PR011121,MC038,6,2024-12-26,3,Stitching Error
DF011037,PR011122,MC005,1,2024-12-27,3,Stain/Spot
DF011038,PR011123,MC008,1,2024-12-27,8,Size Variance
DF011039,PR011124,MC002,1,2024-12-27,4,Fabric Tear
DF011040,PR011125,MC004,1,2024-12-27,4,Size Variance
DF011041,PR011126,MC001,1,2024-12-27,4,Size Variance
DF011042,PR011127,MC007,1,2024-12-27,5,Fabric Tear
DF011043,PR011128,MC006,1,2024-12-27,5,Stitching Error
DF011044,PR011129,MC016,2,2024-12-27,4,Stitching Error
DF011045,PR011130,MC015,2,2024-12-27,3,Size Variance
DF011046,PR011131,MC014,2,2024-12-27,4,Colour Mismatch
DF011047,PR011132,MC013,2,2024-12-27,3,Weaving Fault
DF011048,PR011133,MC011,2,2024-12-27,7,Stain/Spot
DF011049,PR011134,MC012,2,2024-12-27,3,Colour Mismatch
DF011050,PR011135,MC010,2,2024-12-27,3,Stitching Error
DF011051,PR011136,MC023,3,2024-12-27,4,Stitching Error
DF011052,PR011137,MC021,3,2024-12-27,21,Colour Mismatch
DF011053,PR011138,MC022,3,2024-12-27,7,Stitching Error
DF011054,PR011139,MC019,3,2024-12-27,7,Fabric Tear
DF011055,PR011140,MC026,4,2024-12-27,4,Size Variance
DF011056,PR011141,MC027,4,2024-12-27,9,Stain/Spot
DF011057,PR011142,MC025,4,2024-12-27,2,Size Variance
DF011058,PR011143,MC030,5,2024-12-27,1,Fabric Tear
DF011059,PR011144,MC034,5,2024-12-27,1,Size Variance
DF011060,PR011145,MC033,5,2024-12-27,2,Stain/Spot
DF011061,PR011146,MC031,5,2024-12-27,1,Colour Mismatch
DF011062,PR011147,MC032,5,2024-12-27,2,Weaving Fault
DF011063,PR011148,MC036,6,2024-12-27,5,Colour Mismatch
DF011064,PR011149,MC037,6,2024-12-27,3,Weaving Fault
DF011065,PR011150,MC039,6,2024-12-27,4,Stain/Spot
DF011066,PR011151,MC008,1,2024-12-28,12,Stitching Error
DF011067,PR011152,MC006,1,2024-12-28,5,Weaving Fault
DF011068,PR011153,MC004,1,2024-12-28,6,Colour Mismatch
DF011069,PR011154,MC007,1,2024-12-28,4,Stitching Error
DF011070,PR011155,MC005,1,2024-12-28,5,Weaving Fault
DF011071,PR011156,MC001,1,2024-12-28,4,Fabric Tear
DF011072,PR011157,MC003,1,2024-12-28,3,Stain/Spot
DF011073,PR011158,MC010,2,2024-12-28,6,Colour Mismatch
DF011074,PR011159,MC015,2,2024-12-28,5,Weaving Fault
DF011075,PR011160,MC011,2,2024-12-28,14,Fabric Tear
DF011076,PR011161,MC017,2,2024-12-28,5,Colour Mismatch
DF011077,PR011162,MC013,2,2024-12-28,3,Stitching Error
DF011078,PR011163,MC018,2,2024-12-28,3,Stain/Spot
DF011079,PR011164,MC012,2,2024-12-28,3,Fabric Tear
DF011080,PR011165,MC022,3,2024-12-28,6,Colour Mismatch
DF011081,PR011166,MC024,3,2024-12-28,9,Stain/Spot
DF011082,PR011167,MC023,3,2024-12-28,11,Size Variance
DF011083,PR011168,MC021,3,2024-12-28,22,Stitching Error
DF011084,PR011169,MC019,3,2024-12-28,5,Stitching Error
DF011085,PR011170,MC025,4,2024-12-28,2,Size Variance
DF011086,PR011171,MC027,4,2024-12-28,11,Colour Mismatch
DF011087,PR011172,MC028,4,2024-12-28,4,Fabric Tear
DF011088,PR011173,MC029,4,2024-12-28,4,Weaving Fault
DF011089,PR011174,MC032,5,2024-12-28,7,Fabric Tear
DF011090,PR011175,MC031,5,2024-12-28,1,Colour Mismatch
DF011091,PR011176,MC035,5,2024-12-28,2,Weaving Fault
DF011092,PR011177,MC030,5,2024-12-28,2,Colour Mismatch
DF011093,PR011178,MC033,5,2024-12-28,2,Size Variance
DF011094,PR011179,MC039,6,2024-12-28,7,Stitching Error
DF011095,PR011180,MC037,6,2024-12-28,3,Colour Mismatch
DF011096,PR011181,MC038,6,2024-12-28,4,Colour Mismatch
DF011097,PR011182,MC008,1,2024-12-29,4,Colour Mismatch
DF011098,PR011183,MC007,1,2024-12-29,1,Stain/Spot
DF011099,PR011184,MC002,1,2024-12-29,2,Weaving Fault
DF011100,PR011185,MC005,1,2024-12-29,2,Weaving Fault
DF011101,PR011186,MC003,1,2024-12-29,2,Weaving Fault
DF011102,PR011187,MC006,1,2024-12-29,1,Weaving Fault
DF011103,PR011188,MC012,2,2024-12-29,2,Stain/Spot
DF011104,PR011189,MC010,2,2024-12-29,1,Weaving Fault
DF011105,PR011190,MC017,2,2024-12-29,2,Weaving Fault
DF011106,PR011191,MC013,2,2024-12-29,1,Fabric Tear
DF011107,PR011192,MC016,2,2024-12-29,1,Stain/Spot
DF011108,PR011193,MC009,2,2024-12-29,2,Weaving Fault
DF011109,PR011194,MC015,2,2024-12-29,1,Stain/Spot
DF011110,PR011195,MC011,2,2024-12-29,4,Fabric Tear
DF011111,PR011196,MC018,2,2024-12-29,1,Weaving Fault
DF011112,PR011197,MC021,3,2024-12-29,11,Colour Mismatch
DF011113,PR011198,MC023,3,2024-12-29,3,Fabric Tear
DF011114,PR011199,MC024,3,2024-12-29,3,Stitching Error
DF011115,PR011200,MC022,3,2024-12-29,4,Stain/Spot
DF011116,PR011201,MC019,3,2024-12-29,4,Weaving Fault
DF011117,PR011202,MC028,4,2024-12-29,1,Fabric Tear
DF011118,PR011203,MC026,4,2024-12-29,2,Size Variance
DF011119,PR011204,MC025,4,2024-12-29,1,Weaving Fault
DF011120,PR011205,MC029,4,2024-12-29,1,Size Variance
DF011121,PR011207,MC033,5,2024-12-29,1,Fabric Tear
DF011122,PR011208,MC032,5,2024-12-29,1,Size Variance
DF011123,PR011209,MC030,5,2024-12-29,1,Size Variance
DF011124,PR011210,MC035,5,2024-12-29,1,Fabric Tear
DF011125,PR011211,MC038,6,2024-12-29,1,Weaving Fault
DF011126,PR011212,MC039,6,2024-12-29,3,Fabric Tear
DF011127,PR011213,MC036,6,2024-12-29,1,Weaving Fault
DF011128,PR011214,MC004,1,2024-12-30,4,Size Variance
DF011129,PR011215,MC005,1,2024-12-30,3,Stitching Error
DF011130,PR011216,MC006,1,2024-12-30,2,Colour Mismatch
DF011131,PR011217,MC008,1,2024-12-30,11,Colour Mismatch
DF011132,PR011218,MC003,1,2024-12-30,5,Weaving Fault
DF011133,PR011219,MC001,1,2024-12-30,5,Stitching Error
DF011134,PR011220,MC018,2,2024-12-30,2,Colour Mismatch
DF011135,PR011221,MC012,2,2024-12-30,4,Stitching Error
DF011136,PR011222,MC014,2,2024-12-30,4,Size Variance
DF011137,PR011223,MC013,2,2024-12-30,1,Stain/Spot
DF011138,PR011224,MC017,2,2024-12-30,6,Weaving Fault
DF011139,PR011225,MC015,2,2024-12-30,3,Stitching Error
DF011140,PR011226,MC009,2,2024-12-30,6,Weaving Fault
DF011141,PR011227,MC016,2,2024-12-30,4,Size Variance
DF011142,PR011228,MC021,3,2024-12-30,21,Colour Mismatch
DF011143,PR011229,MC024,3,2024-12-30,10,Size Variance
DF011144,PR011230,MC022,3,2024-12-30,8,Weaving Fault
DF011145,PR011231,MC019,3,2024-12-30,14,Size Variance
DF011146,PR011232,MC023,3,2024-12-30,15,Stitching Error
DF011147,PR011233,MC028,4,2024-12-30,2,Weaving Fault
DF011148,PR011234,MC025,4,2024-12-30,4,Colour Mismatch
DF011149,PR011235,MC026,4,2024-12-30,4,Colour Mismatch
DF011150,PR011236,MC027,4,2024-12-30,8,Size Variance
DF011151,PR011237,MC034,5,2024-12-30,2,Colour Mismatch
DF011152,PR011238,MC032,5,2024-12-30,3,Fabric Tear
DF011153,PR011239,MC030,5,2024-12-30,2,Fabric Tear
DF011154,PR011240,MC031,5,2024-12-30,2,Weaving Fault
DF011155,PR011241,MC036,6,2024-12-30,5,Size Variance
DF011156,PR011242,MC039,6,2024-12-30,8,Size Variance
DF011157,PR011243,MC038,6,2024-12-30,4,Stitching Error
DF011158,PR011244,MC003,1,2024-12-31,4,Weaving Fault
DF011159,PR011245,MC004,1,2024-12-31,6,Stitching Error
DF011160,PR011246,MC002,1,2024-12-31,2,Fabric Tear
DF011161,PR011247,MC001,1,2024-12-31,4,Size Variance
DF011162,PR011248,MC007,1,2024-12-31,2,Weaving Fault
DF011163,PR011249,MC006,1,2024-12-31,4,Size Variance
DF011164,PR011250,MC005,1,2024-12-31,5,Weaving Fault
DF011165,PR011251,MC014,2,2024-12-31,6,Stain/Spot
DF011166,PR011252,MC016,2,2024-12-31,2,Weaving Fault
DF011167,PR011253,MC010,2,2024-12-31,3,Stitching Error
DF011168,PR011254,MC013,2,2024-12-31,3,Weaving Fault
DF011169,PR011255,MC012,2,2024-12-31,4,Colour Mismatch
DF011170,PR011256,MC011,2,2024-12-31,12,Weaving Fault
DF011171,PR011257,MC018,2,2024-12-31,4,Stitching Error
DF011172,PR011258,MC009,2,2024-12-31,4,Colour Mismatch
DF011173,PR011259,MC021,3,2024-12-31,26,Stain/Spot
DF011174,PR011260,MC024,3,2024-12-31,8,Size Variance
DF011175,PR011261,MC023,3,2024-12-31,9,Fabric Tear
DF011176,PR011262,MC020,3,2024-12-31,12,Colour Mismatch
DF011177,PR011263,MC025,4,2024-12-31,4,Fabric Tear
DF011178,PR011264,MC026,4,2024-12-31,5,Size Variance
DF011179,PR011265,MC027,4,2024-12-31,9,Fabric Tear
DF011180,PR011266,MC029,4,2024-12-31,4,Fabric Tear
DF011181,PR011267,MC031,5,2024-12-31,3,Stain/Spot
DF011182,PR011268,MC032,5,2024-12-31,3,Stitching Error
DF011183,PR011269,MC030,5,2024-12-31,3,Colour Mismatch
DF011184,PR011270,MC035,5,2024-12-31,2,Colour Mismatch
DF011185,PR011271,MC033,5,2024-12-31,2,Colour Mismatch
DF011186,PR011272,MC037,6,2024-12-31,3,Colour Mismatch
DF011187,PR011273,MC036,6,2024-12-31,3,Colour Mismatch
DF011188,PR011274,MC038,6,2024-12-31,4,Fabric Tear
DF011189,PR011275,MC005,1,2025-01-01,8,Size Variance
DF011190,PR011276,MC008,1,2025-01-01,5,Size Variance
DF011191,PR011277,MC006,1,2025-01-01,5,Weaving Fault
DF011192,PR011278,MC001,1,2025-01-01,6,Weaving Fault
DF011193,PR011279,MC007,1,2025-01-01,7,Fabric Tear
DF011194,PR011280,MC003,1,2025-01-01,6,Colour Mismatch
DF011195,PR011281,MC004,1,2025-01-01,3,Weaving Fault
DF011196,PR011282,MC013,2,2025-01-01,6,Colour Mismatch
DF011197,PR011283,MC016,2,2025-01-01,5,Stain/Spot
DF011198,PR011284,MC015,2,2025-01-01,5,Weaving Fault
DF011199,PR011285,MC014,2,2025-01-01,3,Weaving Fault
DF011200,PR011286,MC011,2,2025-01-01,13,Weaving Fault
DF011201,PR011287,MC009,2,2025-01-01,3,Weaving Fault
DF011202,PR011288,MC018,2,2025-01-01,5,Fabric Tear
DF011203,PR011289,MC012,2,2025-01-01,2,Fabric Tear
DF011204,PR011290,MC017,2,2025-01-01,4,Stitching Error
DF011205,PR011291,MC023,3,2025-01-01,2,Stain/Spot
DF011206,PR011292,MC019,3,2025-01-01,7,Fabric Tear
DF011207,PR011293,MC020,3,2025-01-01,11,Fabric Tear
DF011208,PR011294,MC022,3,2025-01-01,8,Size Variance
DF011209,PR011295,MC027,4,2025-01-01,7,Stitching Error
DF011210,PR011296,MC026,4,2025-01-01,4,Weaving Fault
DF011211,PR011297,MC028,4,2025-01-01,5,Colour Mismatch
DF011212,PR011298,MC025,4,2025-01-01,3,Stain/Spot
DF011213,PR011299,MC034,5,2025-01-01,2,Stitching Error
